gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,tenure_fee_interaction
Male,23,Australia,Delhi,Individual,19,Web,Quarterly,14,4,14.659155837449182,6,0.31,18,30,Card,0,No,No,0,12.417237315434535,Technical,2.0,0,0.17,0.17,10,Satisfied,1,0,570
Male,62,Australia,Toronto,Individual,33,Web,Quarterly,21,0,8.378261775843203,3,0.01,1,50,Bank Transfer,0,No,No,1,37.488978685074784,Technical,4.0,0,0.49,0.13,25,Satisfied,1,0,1650
Male,24,Canada,Sydney,Individual,51,Mobile,Monthly,0,4,18.910115042967742,7,0.08,25,30,Card,0,No,No,0,16.82435621762275,Service,4.0,0,0.48,0.24,12,Neutral,1,0,1530
Female,22,Canada,Berlin,Individual,35,Referral,Monthly,25,6,11.812926310506596,4,-0.03,2,20,PayPal,1,No,No,2,12.901095815656266,Service,3.0,0,0.69,0.02,-15,Satisfied,0,0,700
Female,73,Australia,New York,SME,20,Referral,Yearly,19,6,21.691816097273566,3,-0.02,6,30,Card,0,No,No,2,1.444087865973536,Technical,2.0,0,0.27,0.38,45,Neutral,2,0,600
Male,24,USA,Berlin,Individual,29,Mobile,Quarterly,25,4,23.759050662292168,3,-0.03,18,10,Bank Transfer,0,No,No,0,37.81259382138854,Technical,4.0,0,0.4,0.26,52,Neutral,2,0,290
Female,51,India,New York,SME,8,Mobile,Monthly,17,7,10.031385805867057,7,-0.15,4,10,PayPal,1,Yes,No,0,16.583929495987636,Service,3.0,0,0.62,0.41,-40,Unsatisfied,0,0,80
Female,66,Australia,Berlin,SME,17,Mobile,Quarterly,21,5,9.034072912085335,2,-0.06,7,10,Card,0,No,No,1,33.91901681841819,Service,2.0,0,0.17,0.37,100,Satisfied,0,1,170
Female,30,Canada,Berlin,Individual,1,Mobile,Monthly,29,3,14.33113622146452,8,0.16,4,20,PayPal,2,No,No,0,33.87320655009504,Technical,4.0,0,0.28,0.25,41,Unsatisfied,0,0,20
Male,47,India,Berlin,Individual,38,Web,Monthly,14,3,13.608639022110411,8,0.19,5,20,PayPal,0,Yes,Yes,1,12.197307748753984,Service,3.0,0,0.13,0.38,46,Unsatisfied,1,0,760
Female,42,Germany,Sydney,Individual,49,Web,Yearly,28,7,11.48134547664324,4,-0.0,0,10,Card,0,Yes,Yes,1,21.44475496813442,Technical,3.0,0,0.83,0.11,-12,Satisfied,1,0,490
Female,38,UK,Toronto,Individual,53,Web,Monthly,17,4,17.54503705869683,8,0.12,4,20,Bank Transfer,1,No,No,1,12.143924921462808,Billing,4.0,0,0.15,0.02,42,Neutral,2,0,1060
Male,38,Canada,Dhaka,Individual,30,Referral,Quarterly,15,7,23.41036330757116,4,-0.34,3,30,Card,0,Yes,No,3,30.181321279675824,Billing,5.0,0,0.47,0.15,39,Neutral,1,0,900
Male,45,India,New York,SME,28,Mobile,Quarterly,28,6,18.253035974671,7,0.01,0,70,PayPal,0,No,No,0,20.093226633228483,Technical,3.0,0,0.12,0.26,16,Satisfied,1,0,1960
Female,37,Bangladesh,Toronto,SME,13,Mobile,Yearly,6,3,5.5477512753174025,4,0.19,4,50,PayPal,1,Yes,No,0,24.780290984332844,Technical,5.0,0,0.66,0.28,52,Satisfied,1,0,650
Female,51,USA,Dhaka,Individual,24,Web,Yearly,17,5,1.0,4,-0.05,2,20,PayPal,0,Yes,No,1,17.888623096651802,Technical,5.0,0,0.13,0.34,25,Satisfied,0,0,480
Female,35,Canada,Sydney,Enterprise,37,Web,Yearly,25,6,3.5118857204667773,7,0.14,1,20,PayPal,0,No,No,0,20.17967609280185,Technical,2.0,0,0.47,0.01,7,Satisfied,1,0,740
Female,56,Canada,Sydney,Individual,22,Mobile,Monthly,10,7,7.104585103549777,4,-0.3,14,20,Bank Transfer,1,No,No,0,23.097176771858656,Technical,3.0,0,0.72,0.48,-64,Unsatisfied,1,0,440
Female,60,Germany,Delhi,Enterprise,52,Mobile,Monthly,21,4,16.599467998842236,5,0.07,22,20,Card,1,No,No,0,14.977464383571824,Technical,4.0,0,0.66,0.3,13,Neutral,0,0,1040
Male,74,Bangladesh,Toronto,Individual,13,Referral,Monthly,25,1,7.244987978342252,4,0.27,3,10,Card,1,No,Yes,2,33.58318579819016,Technical,4.0,1,0.76,0.16,8,Satisfied,0,0,130
Male,74,Bangladesh,New York,Enterprise,40,Mobile,Yearly,25,4,10.254518283917864,6,0.12,10,50,PayPal,0,No,No,0,20.75821441133409,Technical,5.0,0,0.53,0.26,28,Neutral,0,0,2000
Male,28,USA,Toronto,Enterprise,12,Referral,Monthly,14,6,16.736884598848352,5,0.01,3,20,PayPal,0,No,Yes,1,20.794341294929158,Technical,3.0,0,0.28,0.13,37,Unsatisfied,0,0,240
Female,34,USA,London,Individual,41,Web,Monthly,13,3,12.318727046468108,4,-0.12,3,50,Card,0,No,Yes,1,20.335916298668145,Technical,2.0,0,0.84,0.33,-44,Satisfied,0,0,2050
Male,65,India,Dhaka,Individual,49,Web,Monthly,15,6,4.280363574339157,3,0.15,5,30,Card,0,Yes,No,2,26.169228705275607,Billing,4.0,1,0.15,0.24,21,Neutral,0,0,1470
Female,62,India,Sydney,Enterprise,46,Mobile,Quarterly,10,7,12.094547519062326,4,-0.37,10,30,Card,1,Yes,No,0,22.390094788941585,Technical,4.0,1,0.54,0.31,-9,Neutral,2,0,1380
Female,39,Canada,New York,SME,7,Web,Monthly,20,0,15.975108541453835,5,0.1,9,70,Card,0,No,No,2,33.033074425391675,Service,2.0,0,0.68,0.12,54,Satisfied,2,0,490
Male,65,Bangladesh,Toronto,SME,29,Mobile,Quarterly,11,1,11.37690607741336,7,0.04,1,70,Card,0,No,Yes,1,33.955389950794235,Technical,5.0,0,0.75,0.35,-1,Unsatisfied,1,0,2030
Male,71,Australia,Delhi,Individual,26,Mobile,Yearly,35,3,5.403647548047772,4,-0.11,4,30,Card,0,No,No,2,28.263318608343567,Billing,5.0,0,0.71,0.09,28,Neutral,1,0,780
Male,71,India,Sydney,SME,27,Web,Monthly,11,4,12.7754171326803,6,0.16,22,20,Card,1,No,No,0,19.58920301967069,Service,3.0,1,0.53,0.39,-21,Neutral,0,0,540
Male,65,Australia,London,SME,24,Referral,Monthly,27,6,12.413789615519466,5,0.01,0,30,Bank Transfer,1,No,No,0,29.77390242290011,Technical,4.0,0,0.14,0.01,20,Satisfied,1,0,720
Male,65,Bangladesh,Dhaka,Enterprise,31,Mobile,Quarterly,30,4,15.80028260514982,1,0.08,3,30,PayPal,0,No,No,1,10.374780780768647,Billing,2.0,1,0.12,0.47,59,Satisfied,2,0,930
Female,63,Germany,London,Individual,7,Web,Yearly,22,5,24.373893643992265,5,-0.16,8,20,Card,0,Yes,No,2,28.336972570935146,Technical,2.0,0,0.5,0.08,100,Unsatisfied,2,0,140
Male,23,Canada,New York,Individual,17,Mobile,Quarterly,23,2,7.324789915821733,7,-0.09,3,70,Bank Transfer,1,No,Yes,2,28.36220072726861,Technical,4.0,0,0.77,0.34,90,Neutral,1,0,1190
Male,51,India,Dhaka,Individual,49,Web,Yearly,20,5,17.351595497476872,5,0.06,9,20,Card,0,No,No,1,13.08643381546681,Billing,5.0,2,0.48,0.12,79,Unsatisfied,2,0,980
Male,31,Germany,Toronto,Enterprise,33,Mobile,Monthly,6,6,17.930191503896467,10,0.33,6,30,Card,0,No,Yes,0,18.64109914470704,Technical,3.0,2,0.88,0.17,14,Satisfied,1,0,990
Male,65,Canada,New York,Individual,34,Web,Monthly,30,4,13.44407863101785,4,0.1,5,50,Card,0,Yes,No,0,25.72163618937135,Technical,4.0,0,0.72,0.15,33,Satisfied,2,0,1700
Female,37,Australia,Dhaka,Individual,18,Referral,Monthly,28,2,14.692821106402173,4,0.34,1,30,PayPal,1,No,Yes,2,35.60298259020504,Service,2.0,0,0.63,0.48,47,Satisfied,0,1,540
Female,64,Bangladesh,New York,SME,5,Web,Monthly,24,4,29.81012395304228,7,0.21,10,20,PayPal,0,No,No,4,8.04021184877731,Technical,4.0,0,0.56,0.12,62,Satisfied,1,0,100
Male,58,India,Dhaka,SME,7,Mobile,Yearly,15,5,8.200363712277492,7,-0.09,3,20,Bank Transfer,1,No,Yes,0,10.61396401738471,Technical,3.0,0,0.52,0.28,-25,Unsatisfied,0,0,140
Female,43,Germany,Sydney,Enterprise,34,Referral,Monthly,6,2,32.72454660971349,4,0.02,11,20,PayPal,1,No,Yes,1,23.978030576927956,Technical,4.0,0,0.34,0.23,40,Unsatisfied,0,0,680
Female,67,USA,Toronto,Individual,3,Web,Yearly,32,7,13.80839817278013,9,-0.01,6,70,Card,0,Yes,No,2,1.0,Billing,2.0,1,0.84,0.46,5,Neutral,1,1,210
Male,70,Australia,Sydney,SME,36,Mobile,Quarterly,31,2,1.0,5,0.18,5,50,Card,1,No,No,2,28.33534460331556,Billing,3.0,1,0.88,0.46,12,Unsatisfied,2,0,1800
Male,31,UK,Toronto,Individual,35,Web,Quarterly,17,3,10.041467631037085,3,-0.06,12,20,PayPal,1,No,No,1,25.28748676050767,Technical,3.0,0,0.26,0.35,-29,Satisfied,2,0,700
Male,53,Canada,Dhaka,Individual,12,Mobile,Monthly,11,3,25.667116846514613,8,0.12,16,30,PayPal,0,No,Yes,3,12.070502956597135,Billing,4.0,0,0.57,0.43,3,Satisfied,0,0,360
Female,25,Canada,New York,SME,15,Mobile,Monthly,19,2,18.32684481198829,4,0.07,2,20,Card,1,No,No,0,15.87228733557697,Technical,4.0,2,0.61,0.07,-44,Satisfied,1,0,300
Male,57,Bangladesh,New York,Individual,4,Mobile,Quarterly,22,3,11.279056722786969,3,0.12,2,20,Card,0,No,Yes,4,34.55064225720266,Technical,3.0,1,0.34,0.12,-25,Neutral,0,0,80
Male,39,India,Toronto,SME,33,Web,Monthly,18,5,13.150075669678476,7,-0.08,2,20,PayPal,2,No,No,0,31.8471759018776,Technical,3.0,0,0.74,0.23,56,Satisfied,0,0,660
Female,33,USA,London,Individual,16,Mobile,Monthly,20,0,13.281986298887391,6,0.15,2,20,PayPal,0,No,No,1,21.492425226128137,Billing,3.0,0,0.66,0.13,73,Neutral,1,0,320
Female,44,Bangladesh,Toronto,Individual,29,Referral,Monthly,33,4,24.93795580420589,3,0.14,11,50,Card,0,Yes,No,1,22.53469153416777,Technical,3.0,0,0.18,0.2,13,Neutral,0,0,1450
Male,27,USA,London,SME,49,Web,Monthly,6,1,18.797016963705246,5,0.23,2,30,Card,0,No,No,2,25.712173592989267,Billing,3.0,0,0.73,0.36,62,Satisfied,1,0,1470
Female,42,Australia,London,Individual,37,Web,Yearly,19,0,10.749466640979085,6,-0.03,5,30,Card,0,No,No,2,11.703044924408331,Billing,3.0,0,0.34,0.29,12,Satisfied,3,0,1110
Male,48,Canada,New York,Enterprise,23,Mobile,Yearly,28,4,26.617290209786624,5,0.09,3,70,Bank Transfer,1,Yes,No,2,41.16333837659778,Service,5.0,0,0.24,0.16,16,Neutral,1,0,1610
Male,38,Germany,Toronto,Individual,13,Mobile,Quarterly,44,5,18.22801803163821,3,0.07,10,30,Bank Transfer,1,No,No,2,16.296270439528826,Technical,4.0,0,0.81,0.2,1,Satisfied,0,0,390
Male,44,UK,Delhi,Individual,44,Mobile,Yearly,21,3,16.41022212757374,6,0.38,0,20,Card,0,Yes,No,2,17.237423124681307,Billing,3.0,0,0.46,0.24,29,Satisfied,1,0,880
Female,50,Bangladesh,Sydney,SME,57,Web,Yearly,1,2,13.953329124242307,6,-0.01,11,10,PayPal,1,No,No,2,17.817795191354847,Technical,4.0,1,0.44,0.38,40,Neutral,1,1,570
Female,48,India,Sydney,Individual,12,Mobile,Quarterly,13,7,31.02139322921025,2,-0.0,14,50,Card,0,No,No,2,38.69685107672621,Technical,4.0,0,0.72,0.3,-22,Satisfied,0,0,600
Female,67,USA,Dhaka,SME,27,Web,Monthly,10,6,1.591779418044359,5,-0.04,15,20,PayPal,1,No,No,1,15.498450786548204,Technical,2.0,0,0.87,0.11,-17,Neutral,1,0,540
Female,43,USA,New York,Individual,22,Mobile,Monthly,38,5,26.744408787904625,5,0.28,3,30,PayPal,0,No,No,1,8.030441635681196,Billing,4.0,0,0.65,0.21,27,Neutral,1,0,660
Female,53,Australia,Delhi,SME,18,Referral,Yearly,29,3,17.934541199893793,2,0.24,2,10,Card,0,No,No,2,33.745722594831406,Technical,4.0,0,0.52,0.02,-46,Satisfied,1,0,180
Female,18,Australia,New York,Individual,41,Web,Quarterly,26,5,11.70230236882546,6,0.08,24,20,PayPal,0,No,No,0,29.064424817770373,Service,4.0,1,0.47,0.32,20,Satisfied,1,0,820
Female,21,India,Berlin,SME,16,Web,Quarterly,23,6,11.462428514151608,7,-0.13,2,10,Card,0,Yes,No,2,13.931080657274403,Technical,5.0,1,0.4,0.46,-27,Unsatisfied,1,0,160
Male,21,Australia,New York,SME,29,Web,Monthly,12,4,6.031613338760925,6,-0.12,4,70,Card,0,Yes,No,1,25.126076461277037,Billing,5.0,0,0.21,0.46,18,Neutral,0,0,2030
Male,43,Bangladesh,Dhaka,Individual,30,Mobile,Quarterly,27,5,12.98700686013028,9,-0.05,0,20,PayPal,0,Yes,Yes,2,17.039419568543405,Technical,3.0,0,0.53,0.37,8,Neutral,1,0,600
Male,66,India,London,Individual,20,Mobile,Monthly,28,1,18.506875820453303,5,0.07,12,20,PayPal,1,No,No,1,44.85649545392678,Billing,4.0,0,0.64,0.02,37,Satisfied,0,0,400
Male,26,Australia,Toronto,Individual,47,Web,Yearly,24,0,5.973552659756338,6,-0.25,16,20,Card,1,Yes,No,1,20.584771643365404,Service,5.0,1,0.35,0.26,57,Satisfied,0,0,940
Female,47,Canada,Dhaka,SME,22,Web,Quarterly,20,6,8.190395485411132,1,-0.07,1,70,Card,0,No,No,0,28.58689994261725,Technical,3.0,1,0.78,0.37,29,Satisfied,1,0,1540
Male,62,Canada,Sydney,Individual,34,Referral,Quarterly,19,6,17.38098817692571,8,0.05,1,70,Card,1,Yes,Yes,1,36.47482059103911,Billing,3.0,0,0.14,0.26,66,Unsatisfied,0,0,2380
Male,21,Germany,Toronto,Individual,4,Web,Yearly,14,1,19.691166374839387,5,-0.21,2,30,PayPal,0,No,No,0,26.691159031587446,Technical,5.0,0,0.27,0.04,-13,Neutral,0,1,120
Male,22,Australia,Berlin,Enterprise,50,Mobile,Monthly,2,3,24.21925644603814,2,-0.11,3,20,Card,0,No,No,0,26.64858585603596,Billing,5.0,0,0.13,0.38,46,Satisfied,1,0,1000
Male,40,Australia,Sydney,Individual,51,Web,Monthly,22,5,13.399291652011376,3,-0.15,1,20,Card,1,Yes,No,2,38.08522010223564,Billing,4.0,1,0.62,0.23,-2,Neutral,1,0,1020
Female,33,Germany,Toronto,Individual,50,Mobile,Monthly,0,0,8.462351345648738,6,-0.16,9,20,Bank Transfer,0,No,No,2,32.819241644233884,Technical,3.0,1,0.27,0.37,-21,Neutral,1,0,1000
Female,39,UK,London,Individual,14,Web,Monthly,43,5,8.995686028885302,9,-0.03,3,20,Card,0,Yes,No,0,33.21802512386223,Service,4.0,1,0.18,0.31,100,Satisfied,3,0,280
Male,25,Canada,Berlin,Individual,37,Web,Yearly,28,4,33.68690811993862,5,0.04,3,10,PayPal,0,No,No,0,34.25538544234034,Billing,3.0,1,0.39,0.06,-54,Satisfied,0,0,370
Female,65,USA,Sydney,Enterprise,5,Referral,Monthly,0,2,11.29196873324859,2,-0.1,11,70,Card,0,Yes,Yes,1,23.49900362006285,Technical,4.0,0,0.74,0.09,43,Unsatisfied,1,1,350
Male,50,India,London,Individual,8,Web,Quarterly,10,6,3.2696939995481564,8,0.05,10,50,Card,0,Yes,No,0,16.517510967455085,Billing,5.0,0,0.34,0.13,-79,Unsatisfied,1,0,400
Male,72,Germany,New York,Individual,11,Web,Yearly,30,4,28.547686781619745,8,-0.07,3,70,Card,1,No,No,1,1.0,Technical,3.0,0,0.5,0.46,-24,Satisfied,1,0,770
Male,60,Bangladesh,Delhi,SME,29,Web,Monthly,16,4,12.57928322538152,3,-0.11,1,70,Card,0,Yes,Yes,1,49.84780084769616,Technical,3.0,0,0.46,0.28,54,Unsatisfied,0,0,2030
Male,33,UK,Dhaka,Individual,55,Referral,Monthly,39,5,15.289994461994503,4,-0.08,25,10,PayPal,0,No,No,2,1.0,Technical,3.0,0,0.59,0.04,51,Satisfied,0,0,550
Male,24,Bangladesh,London,Individual,13,Referral,Monthly,15,0,13.26289692784745,4,0.14,11,20,Card,2,No,Yes,1,21.128509073601105,Billing,5.0,0,0.68,0.19,28,Satisfied,0,0,260
Female,68,Bangladesh,Dhaka,SME,49,Referral,Quarterly,11,6,28.4502222707295,5,0.12,6,20,Card,0,Yes,No,3,8.81344113753379,Technical,3.0,0,0.84,0.09,41,Unsatisfied,0,0,980
Female,26,Bangladesh,Sydney,SME,3,Web,Monthly,1,7,5.6898803034289305,6,0.07,0,20,Card,0,Yes,No,2,37.81728489722249,Technical,2.0,0,0.26,0.32,46,Satisfied,0,0,60
Female,35,Canada,London,Individual,34,Mobile,Monthly,21,0,14.542636034111776,2,0.07,6,20,PayPal,1,No,No,1,31.00734160506081,Billing,4.0,0,0.65,0.18,55,Satisfied,0,0,680
Female,62,Germany,New York,SME,38,Web,Quarterly,20,1,13.162270139303246,6,0.0,17,30,Card,2,No,No,1,29.958497296281905,Service,4.0,0,0.4,0.23,-15,Neutral,1,0,1140
Female,64,Australia,Dhaka,Individual,19,Mobile,Yearly,12,5,11.76980243270037,4,-0.1,6,30,Card,1,Yes,Yes,2,18.50290714281641,Technical,4.0,0,0.38,0.38,5,Neutral,0,0,570
Female,20,Bangladesh,Berlin,Individual,32,Web,Yearly,17,7,21.775544542156545,10,0.01,17,70,Card,1,No,No,1,29.22214568511936,Technical,4.0,0,0.54,0.24,5,Neutral,1,0,2240
Female,27,USA,London,Enterprise,51,Web,Quarterly,9,3,15.44580598444624,6,-0.02,1,30,PayPal,1,Yes,No,3,37.13849552401398,Service,4.0,1,0.15,0.41,56,Satisfied,0,0,1530
Male,26,Australia,Delhi,Individual,39,Mobile,Quarterly,25,4,7.20610489986963,4,0.23,29,50,Card,1,No,Yes,1,30.67398872586446,Billing,2.0,0,0.58,0.04,7,Neutral,1,0,1950
Female,30,UK,Delhi,Individual,52,Web,Quarterly,32,1,16.083041437349966,6,-0.15,2,30,Bank Transfer,0,No,No,1,4.185995935495189,Technical,3.0,0,0.55,0.21,32,Neutral,1,0,1560
Male,65,Germany,London,SME,53,Web,Quarterly,23,3,25.66754905218324,5,-0.07,9,50,Card,0,No,Yes,0,18.929334126635897,Service,5.0,0,0.58,0.02,-13,Neutral,1,0,2650
Female,52,Bangladesh,London,SME,14,Web,Monthly,24,7,19.390322129318093,6,-0.09,5,50,PayPal,0,Yes,No,0,16.915624356044447,Technical,3.0,0,0.45,0.27,27,Satisfied,2,0,700
Female,71,UK,Dhaka,Individual,7,Web,Yearly,27,0,10.993343645092446,3,0.18,4,70,Card,1,No,No,3,4.588321756765335,Technical,2.0,1,0.33,0.46,14,Satisfied,0,1,490
Female,40,Canada,New York,Individual,20,Web,Monthly,17,2,20.910187943578272,5,0.2,1,70,Card,0,No,No,1,21.938069758232857,Service,3.0,0,0.84,0.12,56,Unsatisfied,2,0,1400
Male,64,USA,New York,SME,32,Web,Monthly,13,5,5.924735941975161,7,-0.0,8,20,PayPal,0,No,No,0,25.77769945537165,Technical,2.0,1,0.23,0.11,4,Neutral,0,0,640
Female,63,Canada,Dhaka,Individual,54,Web,Quarterly,14,3,26.565569512292964,6,-0.01,5,30,Card,0,Yes,No,1,32.40369309022511,Technical,5.0,0,0.21,0.24,-10,Unsatisfied,1,0,1620
Male,33,Australia,Delhi,Enterprise,22,Web,Quarterly,22,0,7.649902563222916,2,0.03,4,70,PayPal,1,Yes,Yes,2,19.41166978490028,Billing,3.0,0,0.17,0.31,-28,Neutral,1,0,1540
Male,70,Canada,Toronto,SME,5,Web,Quarterly,18,1,14.689833791426883,1,-0.02,4,50,PayPal,2,No,No,4,28.098473004644507,Technical,3.0,1,0.22,0.09,17,Neutral,2,1,250
Male,53,USA,Sydney,Individual,15,Mobile,Monthly,8,5,23.10292591586647,4,0.09,6,20,Card,0,Yes,No,1,23.479420854289952,Technical,2.0,0,0.48,0.2,49,Neutral,1,0,300
Male,41,Germany,Delhi,Individual,17,Referral,Quarterly,26,4,13.166990255761757,9,-0.12,0,30,Card,1,No,No,1,30.444328775544285,Technical,4.0,1,0.15,0.35,62,Satisfied,1,0,510
Female,22,Australia,Sydney,Individual,53,Web,Quarterly,11,6,18.83580918558811,3,-0.14,8,50,Card,1,No,No,1,19.199100793030905,Technical,2.0,0,0.78,0.33,26,Unsatisfied,0,0,2650
Male,62,India,New York,Individual,37,Referral,Monthly,16,6,21.406024944027003,3,0.03,5,10,Card,1,No,No,3,35.13870636136417,Billing,4.0,1,0.13,0.13,-9,Satisfied,1,0,370
Female,45,India,Dhaka,Individual,10,Referral,Monthly,25,1,17.83193151464402,10,0.1,3,70,Card,0,No,Yes,3,35.173965887682016,Technical,3.0,0,0.79,0.09,-73,Unsatisfied,2,0,700
Male,22,Germany,New York,Individual,44,Web,Monthly,2,4,28.56437627346515,5,-0.03,3,10,Card,2,No,Yes,1,6.983886173006855,Technical,4.0,0,0.75,0.26,29,Satisfied,1,1,440
Female,66,India,Toronto,Individual,34,Web,Monthly,29,0,18.916778821434605,5,-0.08,11,20,Card,1,No,Yes,4,35.45934387176371,Technical,5.0,0,0.12,0.31,29,Neutral,0,0,680
Male,56,Bangladesh,Delhi,SME,49,Mobile,Yearly,6,7,13.927919252085228,6,0.19,1,20,Card,0,Yes,No,2,23.26436937602674,Technical,4.0,0,0.47,0.43,41,Neutral,0,0,980
Male,55,Australia,New York,Individual,25,Web,Monthly,5,5,12.894286774240664,5,-0.09,1,10,Card,0,No,No,1,18.873842647126875,Service,4.0,1,0.36,0.35,-41,Neutral,1,0,250
Male,19,USA,Delhi,SME,37,Web,Quarterly,15,5,12.732498982753675,2,-0.28,13,50,PayPal,0,No,No,0,27.887574371298573,Technical,5.0,1,0.67,0.24,-24,Neutral,0,0,1850
Male,56,Germany,Dhaka,Enterprise,28,Web,Yearly,20,6,21.55073984134772,4,0.2,14,20,Card,0,No,Yes,0,9.041159678371,Service,5.0,0,0.82,0.19,45,Satisfied,0,0,560
Female,71,India,London,Individual,15,Referral,Quarterly,21,1,5.645393633468823,3,0.07,2,30,PayPal,0,No,Yes,4,27.62926735033516,Billing,4.0,0,0.76,0.24,64,Neutral,2,0,450
Male,38,Australia,Berlin,Enterprise,20,Web,Quarterly,36,3,1.616010160053163,5,-0.11,1,50,Bank Transfer,0,Yes,No,1,11.64180379686789,Technical,3.0,0,0.28,0.4,45,Satisfied,1,0,1000
Female,35,India,Berlin,Individual,20,Mobile,Yearly,5,0,15.24818047908533,2,0.02,7,50,Card,1,No,No,1,20.77890295108799,Technical,3.0,2,0.53,0.13,6,Neutral,2,0,1000
Female,71,India,Berlin,SME,43,Web,Quarterly,7,3,24.646961549071843,4,-0.13,6,50,Card,0,No,No,2,25.18047351434422,Technical,2.0,0,0.25,0.21,43,Unsatisfied,1,1,2150
Female,65,UK,Sydney,SME,31,Mobile,Quarterly,10,7,15.06708500191961,7,0.09,14,30,PayPal,1,Yes,No,0,20.658292620825737,Technical,4.0,0,0.45,0.29,50,Neutral,1,0,930
Female,63,Canada,Dhaka,Individual,18,Web,Quarterly,0,7,16.853381746628788,6,0.06,10,20,Bank Transfer,0,No,No,0,21.692437053038105,Billing,5.0,0,0.8,0.13,1,Neutral,1,1,360
Female,29,Bangladesh,Sydney,Individual,41,Web,Yearly,24,7,18.991080505695955,4,-0.11,4,30,PayPal,2,No,No,0,25.36448781230984,Technical,3.0,0,0.18,0.15,25,Satisfied,1,0,1230
Female,34,Germany,London,SME,48,Web,Monthly,32,2,20.185934872128232,4,0.18,6,50,PayPal,0,Yes,No,2,15.817802218155752,Technical,3.0,0,0.68,0.02,40,Satisfied,0,0,2400
Male,54,Bangladesh,Toronto,Individual,56,Web,Monthly,29,6,24.30810527282418,4,0.04,2,30,Bank Transfer,0,No,No,3,14.181559377663088,Technical,3.0,0,0.79,0.21,-9,Satisfied,1,0,1680
Female,55,Germany,New York,SME,47,Mobile,Monthly,42,2,12.198006723342017,3,-0.13,1,10,PayPal,0,Yes,Yes,0,37.35940181565785,Service,4.0,0,0.34,0.32,38,Neutral,2,0,470
Female,32,UK,New York,Individual,4,Web,Quarterly,21,3,11.741104034586217,1,0.18,0,50,PayPal,0,No,No,1,22.386553310448008,Technical,4.0,1,0.53,0.13,73,Satisfied,1,1,200
Male,24,Australia,Sydney,SME,24,Web,Monthly,35,5,25.37710495208175,5,0.03,12,30,Bank Transfer,0,No,Yes,1,46.58988743436575,Billing,3.0,1,0.11,0.37,39,Neutral,1,0,720
Male,67,USA,Berlin,Individual,45,Mobile,Quarterly,18,1,16.023000033292686,7,0.26,8,20,Card,0,Yes,Yes,1,28.077700392900027,Technical,3.0,0,0.27,0.12,-19,Satisfied,1,0,900
Female,18,Bangladesh,London,Individual,9,Referral,Yearly,16,6,30.580268258523247,5,0.05,3,30,Bank Transfer,0,No,No,3,21.569879592583717,Service,4.0,0,0.52,0.46,7,Satisfied,1,0,270
Male,55,Australia,Toronto,SME,47,Referral,Monthly,40,7,12.6180789045851,6,0.0,1,50,Bank Transfer,0,No,No,0,14.98598241548325,Technical,4.0,0,0.69,0.28,88,Satisfied,1,0,2350
Male,20,Germany,Sydney,Enterprise,50,Web,Monthly,33,4,8.216031899559235,7,0.05,5,10,Card,1,No,No,3,22.83124084846762,Service,5.0,1,0.38,0.21,48,Unsatisfied,0,0,500
Female,61,USA,London,Individual,32,Web,Yearly,16,1,18.656061599057512,5,-0.05,10,10,PayPal,0,No,No,2,10.74700843809859,Service,5.0,0,0.45,0.35,-24,Satisfied,0,0,320
Male,48,USA,Delhi,Individual,59,Referral,Monthly,27,5,6.098731613531875,8,-0.15,7,20,Bank Transfer,0,No,No,0,25.36400243194098,Technical,4.0,0,0.3,0.02,15,Unsatisfied,0,0,1180
Female,60,UK,London,SME,32,Mobile,Monthly,1,3,19.61733674669541,8,-0.09,5,50,Card,1,No,No,1,25.60446966981895,Service,3.0,1,0.11,0.02,35,Satisfied,1,0,1600
Female,30,Australia,Sydney,Individual,54,Mobile,Yearly,0,2,12.97562728155912,2,-0.0,0,10,Bank Transfer,0,No,No,3,21.257971480470932,Technical,3.0,0,0.2,0.19,64,Satisfied,5,0,540
Female,65,Germany,London,Individual,39,Mobile,Yearly,9,0,10.36561242341598,2,-0.06,12,30,PayPal,1,Yes,No,2,19.829272653301665,Technical,5.0,0,0.36,0.38,42,Unsatisfied,1,0,1170
Female,35,UK,Dhaka,Individual,21,Referral,Quarterly,23,4,20.783115776988176,9,-0.03,20,20,PayPal,1,Yes,No,0,34.56433466062305,Billing,3.0,0,0.65,0.26,44,Satisfied,0,1,420
Male,28,Australia,Toronto,Individual,42,Web,Monthly,35,6,14.80582545804867,7,-0.2,13,10,PayPal,2,No,No,1,24.77427814815309,Technical,3.0,0,0.69,0.37,79,Unsatisfied,0,0,420
Male,37,Canada,London,SME,39,Mobile,Quarterly,14,0,10.901375181796643,4,0.05,13,10,Bank Transfer,0,No,No,5,28.266190643562712,Billing,2.0,0,0.34,0.06,74,Unsatisfied,1,0,390
